,age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,subscribed
7474,24,technician,single,professional.course,unknown,yes,yes,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
39986,32,management,single,university.degree,no,no,no,cellular,jun,tue,4,999,0,nonexistent,-1.7,94.055,-39.8,0.761,4991.6,no
9408,45,technician,married,professional.course,unknown,no,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
30393,30,admin.,married,university.degree,no,yes,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
31256,34,admin.,single,university.degree,no,yes,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
40885,28,admin.,single,university.degree,no,no,no,cellular,oct,thu,1,17,1,success,-1.1,94.601,-49.5,0.965,4963.6,no
28908,35,services,single,high.school,no,yes,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
13020,28,services,married,high.school,no,no,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
27061,36,admin.,married,university.degree,no,no,no,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
33101,35,admin.,single,high.school,no,yes,yes,cellular,may,tue,4,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
30579,35,admin.,married,high.school,no,yes,yes,telephone,may,mon,10,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
15008,41,technician,married,professional.course,no,yes,yes,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
22082,43,admin.,married,university.degree,no,yes,no,cellular,aug,wed,8,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
26801,49,services,married,basic.4y,no,no,no,cellular,nov,thu,2,999,1,failure,-0.1,93.2,-42,4.076,5195.8,no
31120,39,blue-collar,divorced,basic.9y,unknown,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
2852,41,management,married,unknown,no,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
17728,43,management,divorced,university.degree,no,yes,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
12667,43,admin.,divorced,high.school,no,no,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
25685,37,management,single,university.degree,no,yes,no,cellular,nov,wed,1,999,1,failure,-0.1,93.2,-42,4.12,5195.8,no
9852,53,blue-collar,divorced,basic.4y,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes
13073,26,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
20541,48,blue-collar,married,basic.9y,unknown,no,no,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
9915,39,blue-collar,married,professional.course,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
38880,72,retired,married,university.degree,no,no,no,cellular,nov,mon,1,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,no
4283,50,blue-collar,married,basic.4y,unknown,no,yes,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
29521,34,admin.,married,basic.9y,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
6077,37,admin.,married,high.school,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
2364,37,blue-collar,married,professional.course,no,no,yes,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
9467,49,admin.,single,high.school,no,yes,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
25989,32,management,single,university.degree,no,no,yes,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
14373,28,admin.,single,university.degree,no,yes,no,telephone,jul,mon,10,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
17278,59,admin.,married,unknown,unknown,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
38836,25,student,single,high.school,no,yes,no,cellular,nov,mon,3,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,no
36244,41,admin.,married,university.degree,no,no,no,cellular,jun,mon,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,no
28434,29,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,yes
20692,52,blue-collar,married,basic.4y,no,no,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
10152,54,technician,married,university.degree,unknown,no,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
30218,35,management,married,university.degree,no,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
12140,41,blue-collar,married,basic.4y,no,yes,no,telephone,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
32044,36,blue-collar,married,unknown,no,no,no,telephone,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
30570,56,admin.,married,basic.9y,no,yes,yes,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
11446,51,management,married,university.degree,no,yes,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
34763,31,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,thu,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
6094,51,technician,married,university.degree,no,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
38499,22,student,single,basic.6y,no,yes,no,cellular,oct,tue,1,999,0,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,no
28487,26,unemployed,single,university.degree,no,yes,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
37153,59,retired,married,unknown,no,unknown,unknown,cellular,aug,wed,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,no
8806,46,admin.,married,high.school,no,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
38992,54,technician,divorced,university.degree,no,unknown,unknown,cellular,dec,mon,1,999,0,nonexistent,-3,92.713,-33,0.717,5023.5,no
24840,43,technician,married,professional.course,no,yes,no,telephone,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
23613,31,unemployed,married,university.degree,no,yes,no,cellular,aug,thu,4,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
37919,26,admin.,single,university.degree,no,yes,no,telephone,sep,thu,1,7,1,success,-3.4,92.379,-29.8,0.809,5017.5,yes
34017,34,admin.,married,basic.6y,no,yes,no,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
2888,35,self-employed,single,basic.6y,unknown,no,yes,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
33054,45,admin.,single,high.school,no,yes,no,cellular,may,mon,3,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
15318,39,housemaid,married,basic.6y,no,yes,no,cellular,jul,fri,4,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
39823,21,student,single,high.school,no,yes,no,telephone,jun,tue,1,14,2,success,-1.7,94.055,-39.8,0.713,4991.6,no
37180,63,retired,married,basic.4y,no,no,no,cellular,aug,thu,4,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,no
39899,30,admin.,married,high.school,no,yes,no,cellular,jun,fri,1,12,1,success,-1.7,94.055,-39.8,0.732,4991.6,yes
36343,48,technician,married,high.school,no,yes,no,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,no
14066,25,blue-collar,single,basic.9y,no,yes,no,cellular,jul,fri,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
38246,77,retired,married,university.degree,no,no,yes,cellular,oct,mon,1,999,0,nonexistent,-3.4,92.431,-26.9,0.743,5017.5,yes
21533,30,technician,single,high.school,no,yes,no,cellular,aug,tue,13,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
34851,44,admin.,married,high.school,no,yes,yes,cellular,may,fri,4,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
15125,38,management,married,university.degree,no,yes,yes,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
7009,37,unemployed,married,professional.course,unknown,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,yes
18646,33,admin.,single,professional.course,no,yes,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
24832,38,technician,single,professional.course,no,no,yes,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
1138,28,admin.,married,high.school,no,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
4857,35,technician,married,professional.course,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
24559,39,blue-collar,married,basic.9y,no,no,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
13225,28,technician,married,university.degree,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
19541,42,admin.,divorced,university.degree,no,yes,no,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
27519,48,unemployed,married,professional.course,unknown,yes,yes,telephone,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
23771,33,unemployed,single,university.degree,no,yes,no,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
24239,35,self-employed,married,university.degree,no,no,no,telephone,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
17785,45,admin.,married,university.degree,no,no,no,cellular,jul,tue,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
10913,49,housemaid,divorced,basic.4y,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
19249,31,blue-collar,single,basic.9y,no,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
27344,39,services,married,high.school,no,no,yes,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
10671,57,management,married,university.degree,unknown,yes,no,telephone,jun,tue,7,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
29121,41,blue-collar,married,professional.course,unknown,no,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
3218,34,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
13126,34,admin.,single,university.degree,unknown,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
29593,34,technician,married,basic.9y,no,no,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
37748,24,student,single,high.school,no,yes,no,cellular,aug,fri,1,999,0,nonexistent,-2.9,92.201,-31.4,0.849,5076.2,no
14943,33,management,married,basic.6y,no,no,no,cellular,jul,wed,5,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
27495,34,technician,married,professional.course,no,yes,yes,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
26209,30,technician,single,university.degree,no,no,no,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
2070,25,blue-collar,married,high.school,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
18019,50,services,single,high.school,no,yes,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
20219,34,management,married,high.school,no,yes,no,telephone,aug,mon,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
31920,59,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,2,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
18612,45,management,married,university.degree,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
14926,35,student,married,basic.9y,no,no,no,cellular,jul,wed,6,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
361,57,management,married,university.degree,no,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
11843,31,admin.,divorced,high.school,no,no,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
1075,31,admin.,married,university.degree,no,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
23990,59,retired,married,unknown,no,yes,yes,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
340,57,management,married,professional.course,unknown,yes,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
32786,34,unemployed,married,basic.9y,no,no,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
18000,60,blue-collar,divorced,basic.4y,unknown,no,no,cellular,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
26545,29,self-employed,single,university.degree,no,no,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
15219,31,technician,married,basic.9y,no,no,yes,cellular,jul,thu,5,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,yes
16327,41,blue-collar,divorced,unknown,no,yes,no,telephone,jul,tue,11,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
24777,37,blue-collar,single,high.school,no,yes,no,cellular,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
22807,35,management,married,university.degree,no,no,yes,telephone,aug,mon,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
9161,35,blue-collar,married,basic.4y,no,no,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
24878,39,management,single,high.school,unknown,no,no,cellular,nov,tue,1,999,1,failure,-0.1,93.2,-42,4.153,5195.8,no
32090,35,admin.,married,high.school,no,yes,yes,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
20234,50,management,married,university.degree,unknown,yes,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
39656,58,management,married,university.degree,no,no,no,cellular,may,thu,1,3,4,success,-1.8,93.876,-40,0.683,5008.7,yes
30050,34,unknown,married,basic.4y,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,yes
40806,35,technician,married,professional.course,no,yes,no,cellular,sep,thu,1,999,2,failure,-1.1,94.199,-37.5,0.878,4963.6,no
10855,51,unemployed,divorced,university.degree,unknown,yes,yes,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
10971,25,technician,married,professional.course,no,yes,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
3560,46,services,married,basic.4y,unknown,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
26302,53,technician,divorced,high.school,no,no,no,cellular,nov,thu,1,999,1,failure,-0.1,93.2,-42,4.076,5195.8,no
25090,35,technician,married,university.degree,no,yes,no,cellular,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
12507,55,blue-collar,married,basic.4y,no,no,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
4231,34,admin.,married,university.degree,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
30615,59,unknown,married,unknown,no,yes,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
4072,34,technician,married,university.degree,no,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
39209,49,blue-collar,married,basic.9y,unknown,no,no,cellular,mar,mon,1,6,2,success,-1.8,93.369,-34.8,0.652,5008.7,yes
21677,38,technician,married,professional.course,unknown,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
32411,34,admin.,married,university.degree,no,yes,no,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
35497,28,admin.,single,university.degree,no,yes,no,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,yes
21612,30,technician,married,high.school,no,no,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
31003,34,admin.,married,high.school,no,no,no,cellular,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
32628,30,services,single,high.school,no,yes,no,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no
22528,34,admin.,single,university.degree,no,yes,yes,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20497,46,admin.,divorced,university.degree,no,yes,yes,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
13830,56,blue-collar,married,basic.4y,unknown,yes,yes,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
24454,40,admin.,single,high.school,unknown,yes,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
5627,36,entrepreneur,married,university.degree,unknown,yes,yes,telephone,may,mon,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
13911,32,blue-collar,married,basic.9y,no,no,yes,telephone,jul,fri,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
15437,57,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
38934,56,housemaid,divorced,basic.4y,no,yes,no,cellular,nov,wed,1,999,1,failure,-3.4,92.649,-30.1,0.716,5017.5,yes
35535,33,blue-collar,single,high.school,no,no,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
12404,52,blue-collar,married,basic.9y,no,no,no,cellular,jul,mon,5,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
35636,28,services,single,high.school,no,yes,no,cellular,may,mon,6,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
17021,47,technician,divorced,high.school,no,no,yes,cellular,jul,thu,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
28435,41,admin.,married,university.degree,unknown,yes,yes,cellular,apr,thu,3,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,no
31448,36,management,single,university.degree,no,yes,yes,cellular,may,wed,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no
27822,26,management,single,university.degree,no,yes,no,cellular,mar,thu,1,999,0,nonexistent,-1.8,92.843,-50,1.65,5099.1,yes
32440,37,blue-collar,married,high.school,unknown,no,no,cellular,may,fri,2,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no
8652,42,blue-collar,married,basic.9y,no,yes,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
6518,47,admin.,married,high.school,no,no,yes,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
36853,57,admin.,married,university.degree,no,no,no,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.252,5076.2,no
30868,37,management,single,university.degree,no,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
27325,31,services,married,high.school,no,yes,no,telephone,nov,fri,1,999,1,failure,-0.1,93.2,-42,4.021,5195.8,no
21912,30,admin.,married,university.degree,no,no,no,telephone,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,yes
11435,31,admin.,single,university.degree,no,no,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
16659,28,admin.,married,university.degree,no,yes,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
18096,37,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
19761,38,technician,divorced,professional.course,no,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
9654,36,admin.,married,university.degree,no,no,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
6413,46,admin.,divorced,university.degree,unknown,yes,no,telephone,may,wed,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
1194,28,blue-collar,married,basic.6y,unknown,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
6899,36,admin.,single,high.school,no,yes,no,telephone,may,thu,6,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
24723,37,entrepreneur,married,university.degree,unknown,no,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,yes
25079,37,retired,divorced,basic.9y,unknown,yes,no,cellular,nov,tue,1,999,1,failure,-0.1,93.2,-42,4.153,5195.8,no
3877,33,admin.,married,university.degree,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
9225,47,admin.,married,high.school,unknown,no,yes,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
26490,38,management,married,university.degree,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
11273,25,blue-collar,single,basic.9y,no,yes,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
